#,0p0,0p2,0p3,0p5,0p7,1p0,1p5,2p0,2p5,3p0,5p0,10p0
#Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance
,250,0.23363,0.21399,0.21232,0.21196,0.21348,0.21476,0.21283,0.21646,0.22762,0.21267,0.22708,0.22104
,251,0.23177,0.21224,0.21063,0.21026,0.21174,0.21305,0.21108,0.21468,0.22567,0.21086,0.22522,0.219109,
252,0.23118,0.21179,0.21014,0.20977,0.21126,0.21257,0.21059,0.21415,0.22501,0.21032,0.22463,0.21857,
253,0.23091,0.21158,0.20994,0.20956,0.21106,0.21235,0.21035,0.21388,0.22467,0.21006,0.22435,0.21824,
254,0.23029,0.21102,0.2094,0.209,0.2105,0.21179,0.20977,0.21327,0.22397,0.20945,0.22373,0.21757,
# test comment
,255,0.22975,0.21054,0.20893,0.20855,0.21003,0.21133,0.20932,0.21277,0.22335,0.20897,0.2232,0.21702,
256,0.22997,0.21081,0.2092,0.20881,0.21033,0.21162,0.20959,0.21303,0.22355,0.20926,0.22347,0.21727,
257,0.23151,0.2123,0.21072,0.21034,0.21186,0.21313,0.21112,0.21452,0.22501,0.21079,0.22501,0.21873,
258,0.23436,0.21505,0.21349,0.21309,0.21462,0.21588,0.21388,0.21726,0.22776,0.21356,0.22781,0.22144
259,0.23682,0.21741,0.21589,0.21549,0.21701,0.21827,0.21626,0.21959,0.23014,0.21596,0.23023,0.22373
260,0.23787,0.21845,0.21699,0.21657,0.2181,0.21931,0.21734,0.22063,0.23114,0.21704,0.23127,0.22473
261,0.23865,0.21924,0.21774,0.21732,0.21886,0.2201,0.21811,0.22139,0.23186,0.21784,0.23203,0.22548
262,0.23983,0.2204,0.21893,0.21851,0.22006,0.22132,0.2193,0.22257,0.23302,0.21907,0.23323,0.22666
263,0.24136,0.22183,0.22042,0.22,0.22158,0.22279,0.2208,0.22405,0.23447,0.22059,0.23473,0.22813
264,0.24455,0.22492,0.22353,0.22312,0.22468,0.2259,0.22393,0.22715,0.2376,0.22374,0.23787,0.23119
265,0.24801,0.22825,0.22691,0.2265,0.22808,0.22925,0.2273,0.23047,0.24097,0.22712,0.24126,0.23448
266,0.24975,0.22994,0.22861,0.22816,0.22975,0.23093,0.22898,0.23213,0.24265,0.22884,0.24293,0.23613
267,0.25123,0.23139,0.23004,0.22959,0.23119,0.23238,0.2304,0.23357,0.24407,0.23029,0.24436,0.23755
268,0.25399,0.23403,0.23273,0.23227,0.2339,0.23506,0.23308,0.23622,0.24677,0.23298,0.24703,0.24016
269,0.25621,0.23612,0.23488,0.23438,0.23604,0.23717,0.23521,0.23832,0.24887,0.23511,0.24915,0.24226
270,0.25725,0.23712,0.23592,0.23543,0.23705,0.23824,0.23626,0.23934,0.2499,0.23621,0.2502,0.24333
271,0.25852,0.23836,0.23716,0.23671,0.23832,0.23946,0.23751,0.24055,0.25113,0.23745,0.25142,0.24451
272,0.26049,0.24022,0.23906,0.23858,0.2402,0.24131,0.23936,0.24239,0.25295,0.2393,0.25323,0.24629
273,0.26261,0.24222,0.2411,0.2406,0.24226,0.24332,0.24139,0.24434,0.25498,0.24132,0.25524,0.24824
274,0.26436,0.24394,0.24277,0.24229,0.24393,0.24499,0.24303,0.24598,0.25661,0.24296,0.25683,0.2498
275,0.26547,0.24499,0.24384,0.24334,0.24497,0.24605,0.24408,0.247,0.25757,0.244,0.25781,0.25076
276,0.26598,0.24551,0.2444,0.24388,0.24556,0.24658,0.24462,0.24751,0.25806,0.24453,0.25832,0.25127
277,0.26614,0.24558,0.24451,0.24398,0.24563,0.24667,0.24469,0.24757,0.25813,0.2446,0.25841,0.25138
278,0.26578,0.24526,0.24421,0.24368,0.2453,0.24635,0.24438,0.24723,0.25769,0.24428,0.25803,0.25106
279,0.26448,0.24398,0.24293,0.24242,0.24404,0.24506,0.2431,0.24595,0.25639,0.243,0.25677,0.24987
280,0.2621,0.24174,0.24065,0.24015,0.24175,0.24282,0.24083,0.24366,0.25397,0.24071,0.25438,0.24759
281,0.25919,0.23893,0.23783,0.23732,0.23896,0.24003,0.23803,0.24084,0.25104,0.23789,0.25149,0.24482
282,0.25624,0.23613,0.23504,0.23452,0.23617,0.23725,0.23525,0.23808,0.24816,0.23512,0.24868,0.24211
283,0.25319,0.2332,0.23214,0.23161,0.23324,0.23435,0.23235,0.23517,0.24518,0.23225,0.24579,0.23937
284,0.2488,0.22898,0.22791,0.22743,0.22902,0.23018,0.22822,0.23105,0.24093,0.22817,0.24168,0.23548
285,0.24185,0.22233,0.22125,0.2208,0.2224,0.22361,0.22168,0.22454,0.23427,0.22167,0.2352,0.22931
286,0.23296,0.21381,0.21271,0.21229,0.2139,0.21514,0.21321,0.2161,0.22558,0.21328,0.2267,0.22118
287,0.2235,0.20478,0.20362,0.20325,0.20485,0.20615,0.20426,0.20714,0.21636,0.20432,0.2176,0.21245
288,0.2152,0.19686,0.19568,0.19534,0.1969,0.19828,0.19635,0.19925,0.20822,0.19642,0.20954,0.2047
289,0.20873,0.1907,0.1895,0.18915,0.19072,0.19211,0.19016,0.19308,0.20179,0.19023,0.20317,0.19853
